target_id,solution_id,designation,source_id,random_index,ref_epoch,Distance,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,ruwe,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,excess noise in au,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
HD 172555,1636148068921376768,Gaia DR3 6438274350302427776,6438274350302427776,606201615,2016.0,28.8,281.3624218338680,0.06873349,-64.87192513545950,0.09526478,34.7354715858406,0.15751216,220.52567,1.0692656,153.10124,31.952325282703400,0.087391116,-149.7298949001880,0.12091874,-0.074906975,-0.08561253,0.47079065,-0.2476552,-0.38292402,-0.14663345,0.11345178,-0.32901132,-0.2901766,0.08676908,351,351,335,16,1.7854809,32723.863,0.85263884,0.025,1219.3905,31,FALSE,1.6884291,,,,,,,,40,17,0.17516351,42,5,18,0.034862168,13.176391,0,0,,,,,,,,,FALSE,330,2.42721156247634e+08,158755.47,1528.8995,4.724598,41,1.59934525687958e+08,109397.445,1461.9585,4.8286867,38,1.20362157700626e+08,223584.25,538.3302,4.5466704,1.1548095,0,0,0,0,0,0.28201628,0.10408878,0.1779275,2.7978919,0.23729119,1,26,0,14,1338.8518,,5.2746696e-13,933.19635,3.2949185,7750.0,4.5,0.25,555,116.15724,0.9482097,24,4.492425,0.005815373,26,,NOT_AVAILABLE,330.5658838225030,-23.763119504922700,276.432118391232,-41.68614154348220,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.0203268e-11,5.0964812e-11,1.0001014e-06,,,,,,,,,,,,,,,,,,,,,,,281.3620874193480,-64.87125966888470,34.7355,31.952,-149.73,2.0,2000.0,2.17406984817239e-09
LkCa 15,1636148068921376768,Gaia DR3 144936836795636864,144936836795636864,145784259,2016.0,157.2,69.82418064979000,0.024697298,22.350863792278700,0.013803505,6.36187568237751,0.026396437,241.01266,1.3618585,20.469326,10.572733170826700,0.03117578,-17.52742564222230,0.020939644,0.0620781,-0.0872213,-0.2265532,0.3713458,-0.18137883,0.21675979,0.093344495,0.30071148,-0.04809382,-0.032913566,277,277,276,1,8.012722,1189.8514,0.15462568,0.024,34.45432,31,FALSE,1.3996671,,,,,,,,31,16,0.04420034,31,10,0,0.07652262,132.18011,0,0,,,,,,,,,FALSE,272,435015.61440911800,3340.3755,130.22955,11.5911045,27,160480.72087256400,4172.0557,38.465622,12.3249855,27,421296.631679791,8058.87,52.27738,10.686425,1.3373712,0,1,0,0,0,1.6385603,0.733881,0.9046793,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,176.68976161356100,-15.98175223663060,71.39800738408960,0.20506504379138200,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.0453929e-13,5.221685e-13,0.9997508,4911.335,4897.579,4922.6206,4.1286,4.1276,4.1298,-0.3414,-0.3568,-0.3243,154.8289,154.223,155.4377,1.3353,1.3194,1.3482,1.0209,1.0082,1.0314,0.5499,0.5427,0.5558,MARCS,69.82412984284,22.35094169194,6.3619,10.573,-17.527,17.65,2000.0,2.28672513550318e-09
HR 4796A,1636148068921376768,Gaia DR3 6147117727029871360,6147117727029871360,1167356990,2016.0,70.8,189.0039766671090,0.03750149,-39.86961181905680,0.031617846,14.129980039561100,0.04712569,299.83603,0.9574585,60.560356,-55.653368459815100,0.04205069,-23.880100916354600,0.035739627,-0.079758994,-0.26348415,-0.56198484,0.040724594,-0.022953993,0.08341705,-0.5348683,0.15054032,0.16295148,-0.08213114,311,311,308,3,-1.0277348,5522.559,0.3353319,0.024,184.72015,31,FALSE,1.759496,,,,,,,,35,18,0.06384616,36,19,9,0.015826644,158.31119,0,0,,,,,,,,,FALSE,308,9.15544578871539e+07,38186.13,2397.5842,5.7831683,34,6.71459630276627e+07,59531.51,1127.9062,5.7709923,27,3.88526685506484e+07,43608.973,890.9329,5.7743435,1.1577659,0,0,0,0,0,-0.0033512115,-0.012176037,0.008824825,10.946649,0.58571666,1,19,0,13,644.70197,0.31666577,0.45194823,874.3982,7.9842033,9000.0,4.5,0.25,555,194.07626,12.901259,19,5.7583485,0.0045937328,20,,NOT_AVAILABLE,299.72022655048100,22.90594650987240,205.72292437224900,-32.708514611957100,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.09049556e-13,5.4469705e-13,0.99930865,9653.217,9608.34,9755.092,4.1777,4.1588,4.1982,-0.675,-0.8916,-0.5377,72.248,71.5486,72.7855,0.0145,0.0051,0.032,0.0139,0.0049,0.0308,0.0074,0.0026,0.0164,A,189.00429894233000,-39.86950568483,14.13,-55.653,-23.88,7.1,2000.0,2.24925794157466e-09
HD 36546,1636148068921376768,Gaia DR3 3416768877653289216,3416768877653289216,670362132,2016.0,100.2,83.37819790062310,0.03319289,24.628629901167800,0.025066216,9.982081206875740,0.04157735,240.08458,0.99358034,41.98159,7.508326758755080,0.04056321,-41.30470766966540,0.029441774,-0.23332748,0.29113778,-0.0014852129,0.31139097,-0.51512074,0.18886977,-0.59159106,0.04780796,0.4662365,-0.1366542,268,268,264,4,-0.11697407,1676.8444,0.23263773,0.023,51.47035,31,FALSE,1.7389612,,,,,,,,30,16,0.057299092,31,14,4,0.17331937,175.69691,0,0,,,,,,,,,FALSE,262,3.07847556374173e+07,11621.553,2648.9365,6.9665275,28,2.22088465444281e+07,11208.08,1981.5032,6.972227,28,1.34681710611035e+07,9127.065,1475.63,6.924624,1.1589184,0,0,0,0,0,0.04760313,0.0056996346,0.041903496,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,182.21789277732900,-4.5761616957745700,83.98132620707980,1.3275898165929300,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.1369775e-13,5.6791453e-13,0.9988476,9620.369,9559.751,9691.629,4.2524,4.2447,4.2604,-1.1828,-1.194,-1.1465,100.4602,99.8688,100.9494,0.098,0.0887,0.1097,0.0939,0.0849,0.1052,0.0498,0.0451,0.0559,A,83.37816119065000,24.62881347764,9.9821,7.508,-41.305,20.4,2000.0,1.75968694852855e-09
Kappa CrB,1636148068921376768,Gaia DR3 1372702716380418688,1372702716380418688,893096208,2016.0,30.0,237.80799964337700,0.05492914,35.65583336071890,0.066035576,33.34325692137490,0.0800482,416.53973,1.1718425,348.45737,-8.66850860804631,0.06934695,-348.3495377967060,0.088184506,0.18081391,-0.052832138,0.004411523,-0.010881778,-0.014332046,-0.010776587,-0.02815416,-0.21414651,-0.040343218,0.25587666,379,379,363,16,4.5005636,43619.65,0.7733991,0.023,1155.022,31,FALSE,1.4829209,,,,,,,,43,27,0.12719972,47,16,20,0.08590188,160.17816,1,0,,,,,,,,,FALSE,357,2.95399394716903e+08,219758.47,1344.2003,4.511343,42,1.33375963191371e+08,70528.14,1891.1028,5.0258484,42,2.26915895294019e+08,484858.7,468.00418,3.8582332,1.2196771,0,0,0,0,0,1.1676152,0.5145054,0.6531098,-25.117205,0.119755246,1,20,0,18,1763.1511,,0.6742859,909.39307,0.47227287,4750.0,3.5,0.0,222,,,,3.6380057,0.006627472,20,,NOT_AVAILABLE,57.01454901173120,51.041321185652000,222.66824533614400,53.93345324622910,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.0258761e-13,5.1241997e-13,0.9999441,4766.957,4765.667,4768.2866,2.9897,2.9758,3.0016,-0.2192,-0.2204,-0.212,30.3072,29.9326,30.8442,1e-04,0.0,4e-04,1e-04,0.0,3e-04,0.0,0.0,2e-04,MARCS,237.8080470598470,35.65738158087720,33.3433,-8.669,-348.35,-24.996,2000.0,2.32707268452865e-08
MWC 758,1636148068921376768,Gaia DR3 3417062653416093184,3417062653416093184,917218087,2016.0,155.9,82.61472046369640,0.026054882,25.332403978827100,0.019342827,6.415723420145250,0.0313807,204.44806,0.9904,26.628948,3.684517831002410,0.03317048,-26.372811870937100,0.022401074,-0.14854059,0.13993631,-0.010446523,0.18294287,-0.42466992,0.09184099,-0.55132264,0.116809644,0.36752945,-0.06481501,256,256,256,0,-0.1856819,663.2714,0.14520393,0.023,11.658057,31,TRUE,1.650648,,,,,,,,29,17,0.04604703,30,13,1,0.05720091,4.948824,0,0,,,,,,,,,TRUE,254,9700184.190156180,7433.9473,1304.8497,8.220417,27,6202167.567331920,16357.471,379.1642,8.357183,26,5322748.093054600,11668.575,456.16092,7.9325557,1.1881131,0,0,0,0,0,0.42462778,0.13676643,0.28786135,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,181.24793786931300,-4.775328513939480,83.3239479902916,2.06411238721277,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.05455216e-13,5.2674347e-13,0.9996608,10824.804,10781.036,10867.9375,4.223,4.2167,4.2305,-0.9903,-0.9984,-0.9054,160.9548,159.8632,162.0796,0.9817,0.9783,0.9861,0.9202,0.9168,0.9245,0.4935,0.4916,0.4958,A,82.61470234585,25.33252119132,6.4157,3.685,-26.373,0.0,2000.0,2.29074117402396e-09
AS209,1636148068921376768,Gaia DR3 4326521359869384576,4326521359869384576,184227026,2016.0,121.2,252.31373075466500,0.025571007,-14.369172734963900,0.01267559,8.24773084145875,0.029025314,284.15646,1.4765885,24.778149,-7.365806177796720,0.032740682,-23.658012344899400,0.023933193,-0.03823459,-0.18604617,0.04412384,-0.35777864,0.064617075,-0.24671724,0.0059209135,-0.26114264,0.26447356,0.041429922,392,392,382,10,12.244951,2116.5215,0.18647686,0.023,54.84143,31,TRUE,1.345736,,,,,,,,44,18,0.045786966,45,8,1,0.07465036,8.508211,0,0,,,,,,,,,FALSE,388,760237.7661874930,2238.0793,339.6831,10.984993,40,222881.0682906520,2437.9163,91.422775,11.968359,41,803770.728072947,6399.0854,125.607124,9.985065,1.3504351,0,1,0,0,0,1.9832935,0.983366,0.9999275,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,4.837508034421150,18.96584696698810,252.7102764099100,8.014857825118070,FALSE,FALSE,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.02561785e-13,5.12291e-13,0.9999466,5520.624,5465.173,5647.3804,3.8047,3.7809,3.8441,-0.5976,-0.6141,-0.5684,120.4075,117.489,121.5708,2.7587,2.721,2.8426,2.0919,2.06,2.163,1.1524,1.1343,1.1931,MARCS,252.31376454875,-14.369067588240000,8.2477,-7.366,-23.658,-10.0,2000.0,9.27268529478028e-10
HD 121617,1636148068921376768,Gaia DR3 6095178206488363264,6095178206488363264,39939572,2016.0,117.9,209.42117337727800,0.024888847,-47.00961645000410,0.021475084,8.48246360805358,0.032290008,262.69623,1.1024876,36.507805,-28.37133798080400,0.026413914,-22.97579409014720,0.024312811,0.15696248,-0.44118923,-0.2515775,0.05022369,-0.32155186,0.18621153,-0.6036057,-0.030521233,0.24546465,0.0126627525,335,335,335,0,2.6158628,1851.1453,0.19050166,0.022,36.327175,31,TRUE,1.7158673,,,,,,,,38,15,0.03807831,43,25,4,0.060748868,16.330067,0,0,,,,,,,,,TRUE,347,2.28145183508611e+07,7541.373,3025.2473,7.2918386,37,1.63307925323581e+07,7137.421,2288.0522,7.306024,36,1.00863066570579e+07,5194.38,1941.773,7.238565,1.1579074,0,0,0,0,0,0.06745911,0.014185429,0.053273678,5.9340053,0.41186672,1,15,0,10,286.7726,-0.51890796,0.7347211,803.1354,4.3251047,8500.0,4.5,0.25,555,91.07867,2.9376845,15,7.208552,0.004827587,15,,NOT_AVAILABLE,314.50645994317900,14.367883630447200,225.20861012625500,-32.53886588186440,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.1546425e-13,5.7673815e-13,0.9986701,9651.733,9641.973,9657.166,4.2662,4.263,4.2691,-0.9737,-0.9954,-0.9047,119.9368,119.4117,120.5318,0.1331,0.1313,0.1343,0.1273,0.1257,0.1285,0.0676,0.0667,0.0683,A,209.42135830044,-47.00951433521,8.4825,-28.371,-22.976,0.0,2000.0,1.39975319394113e-09
HD 70313,1636148068921376768,Gaia DR3 1031902077964410752,1031902077964410752,827775072,2016.0,51.3,125.95187738550600,0.047759004,53.21927485897590,0.042546738,19.498875897055700,0.06605569,295.18842,0.9741515,102.52553,-28.48240051533800,0.05797178,-98.48977884457380,0.052984845,0.062808655,-0.21865043,0.07581008,0.18914852,-0.007453835,0.19023386,0.037259866,0.3566896,0.058533724,-0.008526297,228,228,221,7,-0.50751764,6207.322,0.43591693,0.022,243.24344,31,TRUE,1.717616,,,,,,,,26,17,0.08298213,28,8,13,0.06456871,96.42806,0,0,,,,,,,,,FALSE,226,1.18889830313777e+08,80850.6,1470.4879,5.499505,27,8.23182042760212e+07,82434.38,998.59064,5.5498023,26,5.49884020992982e+07,120386.24,456.7665,5.3972178,1.1549063,0,0,0,0,0,0.15258455,0.05029726,0.10228729,18.156805,0.28876445,1,13,0,11,646.5375,,0.3566177,984.1011,3.0959873,8000.0,4.5,0.0,555,121.12286,1.2492548,12,5.3566546,0.0067090327,13,,NOT_AVAILABLE,165.21119623346200,35.04485521930670,114.72824506503400,32.82261897884520,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,8.6805496e-10,5.948614e-13,0.9983115,8454.079,8444.0,8508.667,4.2626,4.2547,4.267,-0.1126,-0.1349,0.0171,50.6268,50.1224,51.7029,0.0026,5e-04,0.0254,0.0024,5e-04,0.0238,0.0013,2e-04,0.0126,A,125.95208880739000,53.21971259114,19.4989,-28.482,-98.49,21.3,2000.0,4.25278783105944e-09
IM Lup,1636148068921376768,Gaia DR3 6010135758090335232,6010135758090335232,1615561674,2016.0,155.8,239.0382931512760,0.0191418,-37.935140484898600,0.013787866,6.4174937230477000,0.02202938,291.31522,1.1864102,26.615154,-12.058649500935400,0.026282579,-23.72668048471340,0.019198561,-0.3625055,0.016642531,0.1475742,-0.2851887,-0.041843522,-0.2035264,0.6015196,-0.22334996,-0.03136626,-0.22267015,377,377,368,9,4.90308,1459.1064,0.14155881,0.022,29.061775,31,TRUE,1.3748015,,,,,,,,43,19,0.037981898,47,10,2,0.015732862,142.85501,0,0,,,,,,,,,FALSE,407,631705.1995801990,1571.9153,401.86975,11.186081,45,213712.50505088300,2010.4774,106.29938,12.0139675,46,635888.9834660390,4221.523,150.63023,10.239442,1.3449335,0,1,0,0,0,1.7745256,0.8278866,0.94663906,-38.46441,18.198162,1,19,8,13,81.97525,67.63155,0.0,894.6805,205.8749,4500.0,3.0,-2.0,111,,,,9.8505,0.021197837,12,,VARIABLE,338.4874278982250,11.87080604436270,244.87069981165300,-17.158311404590000,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.0290279e-13,5.139943e-13,0.99991286,5503.8564,5497.741,5510.614,4.0631,4.0618,4.0644,-0.3854,-0.3955,-0.3752,153.8123,153.2923,154.3791,2.2295,2.2235,2.2361,1.7153,1.7106,1.7207,0.9371,0.9344,0.9403,MARCS,239.03836110288,-37.935035032970000,6.4175,-12.059,-23.727,-0.5,2000.0,2.15009789034679e-09
HD 98363,1636148068921376768,Gaia DR3 5240643988513309952,5240643988513309952,1666850468,2016.0,137.2,169.49194710262500,0.015952308,-64.04260061249820,0.016452894,7.287966165395410,0.018523468,393.44504,0.85490257,28.599827,-28.592951889705300,0.021004856,-0.6270848084116830,0.020441689,0.026774589,0.0016070552,-0.33809048,0.11588346,0.14413397,0.14711139,-0.057508443,0.06128993,-0.00798372,0.08667061,415,415,412,3,-4.2235346,1019.4902,0.15739012,0.022,16.024794,31,TRUE,1.6989329,,,,,,,,47,28,0.030258222,54,18,1,0.03922649,145.07968,1,0,,,,,,,,,TRUE,462,1.37755046558467e+07,4198.2236,3281.2698,7.839598,53,9392082.516968850,6584.1445,1426.4697,7.9066377,51,6647590.648625170,2930.3284,2268.548,7.691235,1.164362,0,16,0,51,0,0.2154026,0.06703949,0.14836311,15.785963,0.3823815,1,25,0,20,299.2067,-1.7376171,0.9521524,865.2662,5.493664,8000.0,4.5,0.0,555,96.7834,5.3893094,25,7.627166,0.005124274,25,,NOT_AVAILABLE,292.9205407998610,-3.0028064762551900,213.459273123399,-58.945719925179400,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.3750302e-13,6.868207e-13,0.99648726,9652.603,9644.763,9657.134,4.354,4.3499,4.357,-0.0472,-0.0767,-0.0241,137.6398,137.286,137.98,0.44,0.4387,0.4411,0.4165,0.4152,0.4175,0.2215,0.2208,0.2221,A,169.49223743613,-64.04259782517,7.288,-28.593,-0.627,9.6,2000.0,9.57513053448902e-10
HD 143675,1636148068921376768,Gaia DR3 6011074324396444800,6011074324396444800,61161052,2016.0,135.7,240.80630878189700,0.022452893,-35.287598140076300,0.013840656,7.369204866339680,0.027892206,264.203,0.93152183,32.842087,-19.69627937440190,0.032627612,-26.280395979656,0.020197578,-0.121452644,-0.10986552,0.048522472,0.0028679403,0.034111314,0.10784676,0.49256662,-0.12929602,-0.05729925,0.14106286,436,436,434,2,-2.0066965,1190.018,0.15839124,0.021,18.340076,31,TRUE,1.6894811,,,,,,,,49,19,0.045520887,53,11,0,0.035180807,15.58618,0,0,,,,,,,,,TRUE,454,1.14818953334841e+07,3651.9282,3144.0637,8.037333,49,7741410.64511212,4054.6707,1909.2576,8.116492,47,5666675.452532930,1834.8086,3088.4287,7.8645744,1.167759,0,49,0,47,0,0.25191784,0.07915974,0.1727581,0.15302826,0.49991897,1,23,0,13,261.5916,0.6770153,0.22004724,796.12683,7.7609134,7750.0,4.5,0.25,555,122.31295,3.708259,23,7.787659,0.0050022234,23,,NOT_AVAILABLE,341.37802346038100,12.896288456332200,245.7432211421740,-14.27433723174210,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.0203268e-11,5.0964812e-11,1.0001014e-06,7851.205,7846.9263,7861.202,4.1691,4.1621,4.1818,-0.5805,-0.6328,-0.5143,135.5516,134.9052,136.1647,0.002,4e-04,0.0083,0.0019,4e-04,0.0077,0.001,2e-04,0.0041,A,240.80641602543000,-35.28748133827000,7.3692,-19.696,-26.28,-2.7,2000.0,2.11480792485282e-09
HD 141569A,1636148068921376768,Gaia DR3 4399438153527026176,4399438153527026176,151436436,2016.0,111.6,237.49054012422800,0.024541132,-3.921290953058800,0.02157285,8.959674780404760,0.029310701,305.6793,1.0175065,25.860912,-17.420271968522400,0.030673968,-19.113370775233000,0.026403302,-0.29569682,-0.21168874,0.12882133,-0.30785418,-0.074375264,-0.27335814,0.60749835,-0.23659156,-0.050909482,-0.24825884,293,293,289,4,0.4439923,1484.3158,0.19240788,0.021,36.07228,31,TRUE,1.7171782,,,,,,,,33,17,0.047020055,51,7,9,0.04516321,70.34632,0,0,,,,,,,,,TRUE,416,2.71474097009195e+07,7302.2837,3717.6602,7.103046,44,1.90333489047342e+07,10368.674,1835.6589,7.1397543,40,1.26711684003096e+07,8769.001,1444.9956,6.990854,1.1678653,0,2,0,27,0,0.14890051,0.036708355,0.112192154,-7.5090823,1.535428,1,16,0,13,336.217,4.539334,0.0032246714,886.3839,15.025278,11000.0,5.0,0.25,555,155.6477,19.820875,15,6.938312,0.0053664623,16,389.8967,NOT_AVAILABLE,4.1770171147618500,36.919345498342900,236.1393744758710,15.778444150637100,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.3662374e-13,6.824288e-13,0.99657565,,,,,,,,,,,,,,,,,,,,,,,237.49061772933000,-3.92120600474,8.9597,-17.42,-19.113,-6.4,2000.0,1.93850279868247e-09
HD 163296,1636148068921376768,Gaia DR3 4070355800839765248,4070355800839765248,77822116,2016.0,101.0,269.08866442148400,0.03364297,-21.956250873670600,0.029506173,9.90426503087695,0.040762495,242.97495,0.9249867,40.180405,-7.585516603122010,0.040633414,-39.45788742478430,0.029388174,-0.18586414,-0.025822591,-0.31190857,0.16893956,-0.48715636,0.2194909,-0.6963931,-0.17404649,0.44945338,-0.12785403,227,227,225,2,-1.562068,1016.9406,0.21214783,0.021,27.778336,31,FALSE,1.7081708,,,,,,,,26,14,0.06001579,26,14,4,0.07759612,98.03893,0,0,,,,,,,,,FALSE,223,3.44562824053973e+07,99867.39,345.02036,6.844196,25,2.37719954182924e+07,257036.7,92.484825,6.898378,24,1.66914382398505e+07,169911.02,98.23635,6.691661,1.1743412,0,0,0,0,0,0.20671701,0.054182053,0.15253496,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,7.2368866086660200,1.4895329534314300,269.1545009836450,1.4803553230684800,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.0713669e-13,5.3514235e-13,0.9994952,10201.391,10095.415,10259.632,4.1367,4.1304,4.1554,-1.4772,-1.4965,-1.2328,103.7323,101.3561,104.3789,0.4444,0.4362,0.4499,0.4231,0.4151,0.4284,0.2257,0.2213,0.2286,A,269.08870077132,-21.95607550528,9.9043,-7.586,-39.458,-4.0,2000.0,2.29118707270065e-09
HD 121191,1636148068921376768,Gaia DR3 6065138792911302784,6065138792911302784,1542634210,2016.0,132.3,208.82847451220700,0.019760331,-53.52861948875750,0.020016277,7.559422338130400,0.025692822,294.2231,1.0685031,31.87432,-24.911377358016600,0.026676234,-19.884554924711600,0.023934383,0.09360878,-0.082260914,-0.2893114,0.026816703,-0.14165425,0.09538373,0.05563807,-0.23852651,0.005384985,0.15766582,258,258,256,2,1.5475817,872.02924,0.15768635,0.021,16.781311,31,FALSE,1.6796831,,,,,,,,29,18,0.038871396,34,15,1,0.016202213,171.83118,0,0,,,,,,,,,FALSE,285,1.04353605361466e+07,7633.9185,1366.973,8.141098,32,6907233.267209550,16911.84,408.4259,8.240282,32,5252664.317762290,8479.428,619.4598,7.9469466,1.165259,0,0,0,1,0,0.29333544,0.099184036,0.1941514,8.87753,0.48356238,1,11,0,8,167.29033,0.1757987,0.42952618,804.45734,3.8682666,7750.0,4.5,0.25,555,69.22404,2.5175683,11,7.8698125,0.0066942456,11,,VARIABLE,312.4412345717420,8.159649361934580,228.22030670747000,-38.59303255146860,FALSE,FALSE,0,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.0202512e-11,5.0961034e-11,1.0000273e-06,7711.241,7706.252,7718.615,4.0847,4.0781,4.0897,-1.2798,-1.4109,-1.2552,133.4094,132.7727,133.9619,0.0035,0.0012,0.0073,0.0032,0.0011,0.0067,0.0017,5e-04,0.0036,MARCS,208.82866077240000,-53.52853111281000,7.5594,-24.911,-19.885,0.0,2000.0,2.22259108619019e-09
HD 159492,1636148068921376768,Gaia DR3 5921246427739258112,5921246427739258112,1649585638,2016.0,41.0,264.5225921800070,0.060770694,-54.501099432591700,0.069910325,24.381673326988100,0.08052685,302.77695,0.9399993,158.11964,-50.77523429031120,0.08225432,-149.7454391210010,0.086729586,-0.0850195,-0.20054427,-0.5085628,0.085492745,-0.20342985,0.23671743,-0.7342202,-0.117231146,0.235099,-0.4831148,258,258,248,10,-1.3060929,10130.867,0.5066286,0.021,335.6809,31,FALSE,1.6882057,,,,,,,,29,16,0.15104614,34,19,10,0.03744518,178.51865,0,0,,,,,,,,,FALSE,266,1.55399937903572e+08,104849.29,1482.1267,5.2087398,31,1.035348089069e+08,101864.68,1016.39557,5.300826,25,7.63219334817707e+07,176182.97,433.197,5.041272,1.1573797,0,0,0,0,0,0.2595539,0.092086315,0.1674676,-2.1055837,0.21776271,1,15,0,11,801.6401,,0.0011381564,749.15265,2.2320113,7750.0,4.5,0.25,555,51.81224,1.3731201,15,4.979236,0.013642486,15,,NOT_AVAILABLE,337.2374217637200,-12.042657222477600,266.28723533540000,-31.132389206424100,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.7239153e-13,8.61087e-13,0.9930341,7828.7124,7826.0786,7832.474,4.1025,4.0988,4.1058,-0.5919,-0.6434,-0.5639,41.6534,41.4117,41.8792,2e-04,0.0,4e-04,1e-04,0.0,4e-04,1e-04,0.0,2e-04,A,264.52298079539,-54.50043389668000,24.3817,-50.775,-149.745,-3.3,2000.0,3.74286523512796e-09
