target_id,solution_id,designation,source_id,random_index,ref_epoch,Distance,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,ruwe,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,excess noise in au,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
CI Tau,1636148068921376768,Gaia DR3 145203159127518336,145203159127518336,969128999,2016.0,160.3,68.46676977320930,0.018738216,22.841616895897600,0.012399744,6.237611682425370,0.020453317,304.96823,1.3563316,19.278158,8.941561034352320,0.023978528,-17.079105781210300,0.019875076,0.13062334,0.1595305,-0.18025947,0.013535236,-0.10349569,0.02601275,-0.0737985,-0.021042205,-0.12107747,0.23903076,266,266,266,0,7.750574,811.8355,0.12671725,0.020,19.05281,31,TRUE,1.3335718,,,,,,,,30,16,0.03486716,34,11,0,0.15718727,92.42799,0,0,,,,,,,,,FALSE,284,252540.67122969500,2626.0369,96.167984,12.181539,32,69448.39705252340,3033.5122,22.893726,13.234386,32,286450.4399388160,7958.078,35.994926,11.105271,1.4092734,0,1,0,0,0,2.129115,1.0528479,1.0762672,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,175.46434548324700,-16.63607826885780,70.2268727048235,0.8683351596692030,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.03072966e-13,5.1484424e-13,0.999896,6089.875,6064.4893,6105.33,4.0682,4.0649,4.0723,-2.2833,-2.4594,-2.0118,159.5615,158.8829,160.2326,3.5581,3.5387,3.5741,2.694,2.6789,2.7061,1.5121,1.5026,1.5192,PHOENIX,68.46672665136,22.84169280303,6.2376,8.942,-17.079,16.84,2000.0,1.94969545614282e-09
DS Tau,1636148068921376768,Gaia DR3 158249306976130176,158249306976130176,1744889990,2016.0,158.4,71.95250688236680,0.018883748,29.41966683389880,0.008975621,6.3150082562960900,0.02100082,300.70297,1.545628,24.954784,5.048790827580170,0.021751702,-24.43871828149710,0.015947143,-0.008752772,0.40573505,0.033334218,0.29391062,-0.044713568,0.1302373,-0.19767435,0.24599065,0.3207371,0.03364279,439,439,434,5,14.821373,1521.0157,0.12807742,0.020,27.348436,31,TRUE,1.3877985,,,,,,,,50,18,0.030491559,50,11,0,0.2822305,105.48369,0,0,,,,,,,,,FALSE,432,284718.264710843,4155.869,68.50992,12.051329,49,103134.78646637900,5880.6343,17.538038,12.805029,49,287414.09366770700,10068.589,28.545618,11.101625,1.3717029,0,0,0,0,0,1.7034035,0.75370026,0.9497032,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,172.30489930846200,-10.032563669536400,74.22505628028400,6.963375374148140,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,2.9603725e-10,2.2541194e-10,0.9998879,5784.701,5766.4194,5808.957,4.1737,4.1704,4.1772,-4.0498,-4.1265,-3.8457,157.8197,157.2771,158.3805,2.4478,2.4302,2.4655,1.9016,1.8879,1.9158,1.0674,1.0595,1.0753,MARCS,71.95248112125,29.419775450420000,6.315,5.049,-24.439,13.0,2000.0,1.41353845422736e-09
HD 195627,1636148068921376768,Gaia DR3 6454999399628150016,6454999399628150016,667417572,2016.0,28.1,308.89584121149800,0.069482855,-60.58257517423830,0.06770249,35.62142389481370,0.09832073,362.29822,0.96803373,198.57501,69.91185300956080,0.074086204,-185.86115044133700,0.07726999,-0.49119166,0.03802134,-0.47993565,0.27526146,-0.108577795,0.30531535,-0.43804768,-0.23608145,-0.081725836,-0.35442507,353,353,340,13,-0.80614287,27744.752,0.7021961,0.020,962.7443,31,FALSE,1.6576787,,,,,,,,40,20,0.13274714,49,20,18,0.024512205,44.869305,0,0,,,,,,,,,FALSE,383,2.55487668179994e+08,166601.8,1533.5228,4.668942,46,1.60441038099758e+08,99811.02,1607.4481,4.8252535,43,1.36567963507697e+08,309557.1,441.17212,4.4095235,1.1625179,0,0,0,0,0,0.41573,0.15631151,0.2594185,-17.585524,0.21334657,1,24,0,16,1420.2327,,1.110223e-16,916.43195,2.9633865,7000.0,4.0,0.0,555,121.91742,0.7516011,24,4.3278804,0.0049484535,25,,NOT_AVAILABLE,336.03417495018600,-36.09087193731010,293.8618289760130,-40.32537610217890,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.0202512e-11,5.0961034e-11,1.0000273e-06,7178.785,7177.548,7180.149,4.0042,4.0008,4.0101,-0.7794,-0.787,-0.7656,28.3768,28.213,28.493,0.0,0.0,1e-04,0.0,0.0,1e-04,0.0,0.0,1e-04,A,308.89520861538000,-60.58174912319,35.6214,69.912,-185.861,-20.0,2000.0,1.36019115855023e-08
HIP 67497,1636148068921376768,Gaia DR3 6093660880442332928,6093660880442332928,801129590,2016.0,113.3,207.47689498529000,0.018786395,-50.24005904104130,0.020403951,8.828686000827740,0.029483844,299.4415,1.1971184,35.820927,-29.039700588519300,0.024854112,-20.972236712795600,0.023511996,0.0021711471,-0.2428659,-0.1485883,0.058645736,-0.2887933,0.18927322,-0.34889314,-0.18397203,0.27002355,-0.04181734,319,319,316,3,4.7940497,1137.8036,0.17196071,0.019,20.742975,31,FALSE,1.6372916,,,,,,,,36,18,0.036361117,41,21,1,0.039049763,9.159908,0,0,,,,,,,,,TRUE,348,8846543.795864310,1939.4844,4561.2866,8.320433,36,5489609.900777840,1685.2307,3257.4827,8.489689,39,4973084.040615330,1808.6907,2749.5493,8.006331,1.1826872,0,0,0,0,0,0.48335743,0.16925621,0.31410122,10.902481,0.28423235,1,21,0,14,240.27954,0.057912998,0.21552567,931.54535,3.252532,7000.0,4.5,0.0,555,67.80327,1.9760818,18,7.880096,0.0065491498,19,,NOT_AVAILABLE,312.4141608452210,11.552107459553300,225.45574240311900,-36.00923412908980,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.156708e-09,6.2381524e-13,0.9977381,6879.7334,6876.883,6888.566,4.1822,4.1756,4.2015,-0.5033,-0.5382,-0.4157,112.1621,111.0911,112.8119,0.0017,3e-04,0.0068,0.0015,2e-04,0.006,8e-04,1e-04,0.0033,MARCS,207.47709678431000,-50.23996583093,8.8287,-29.04,-20.972,7.3,2000.0,2.08253684106003e-09
DoAr 44,1636148068921376768,Gaia DR3 6047590243721186688,6047590243721186688,571645324,2016.0,146.3,247.88940285646200,0.020556226,-24.460429385186100,0.01353798,6.834278943698570,0.022743108,300.4989,1.2873774,24.88023,-5.814936257059650,0.030769877,-24.191162238587600,0.023194129,-0.17624871,-0.12479195,-0.260481,0.108998515,-0.20232603,0.099213965,-0.1513905,-0.061253164,-0.13820003,-0.25769737,241,241,240,1,5.9952803,762.17236,0.13212208,0.019,21.806753,31,TRUE,1.3469261,,,,,,,,28,15,0.0445332,30,9,0,0.043015372,93.27892,0,0,,,,,,,,,FALSE,254,338964.0552234310,742.88794,456.27884,11.861982,29,100985.29663907000,826.84204,122.13372,12.827897,29,357850.2074515040,1960.5146,182.5287,10.863643,1.3536406,0,0,0,0,0,1.9642544,0.9659147,0.99833965,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,353.8215988429940,15.992185388868000,249.94317882881600,-2.547568397014600,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.0257317e-13,5.123478e-13,0.99994546,6307.959,6237.815,6391.8613,4.0006,3.9942,4.0089,-1.7579,-2.0163,-1.5313,147.2135,146.1245,148.0934,3.1933,3.1616,3.2383,2.4716,2.4431,2.5106,1.3814,1.3644,1.4041,MARCS,247.88943124889000,-24.46032186891,6.8343,-5.815,-24.191,0.0,2000.0,7.8668283592661e-10
DL Tau,1636148068921376768,Gaia DR3 148010281032823552,148010281032823552,807737707,2016.0,159.9,68.41286536514630,0.017099557,25.34383484269610,0.011329166,6.252545401745200,0.019416135,322.02832,1.4194794,20.68166,9.251940843023060,0.022831496,-18.49682835425230,0.017267602,0.13085134,0.16991101,-0.047788803,-0.007723957,-0.22286549,-0.007818986,-0.026747083,-0.0073837144,0.0056160577,0.15058406,298,298,297,1,9.562801,900.0696,0.120786265,0.019,19.360785,31,TRUE,1.3605336,,,,,,,,34,16,0.032011334,37,11,0,0.24744329,78.54124,0,0,,,,,,,,,FALSE,313,263161.1661743650,2816.8035,93.42546,12.136812,34,85614.41622862280,3668.8782,23.335312,13.0071745,33,284778.3177268940,8535.111,33.365505,11.111629,1.4074749,0,1,0,0,0,1.895546,0.8703623,1.0251837,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,173.44604456136600,-15.056827434466400,70.54447471508500,3.3508332952647900,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.0413093e-13,3.649726e-10,0.99979126,5998.8477,5983.337,6020.12,4.225,4.2218,4.228,-2.4926,-2.4982,-2.482,159.5349,159.1034,160.0344,2.4745,2.4611,2.4888,1.9329,1.9221,1.9442,1.0791,1.073,1.0854,PHOENIX,68.41281986637,25.34391705082,6.2525,9.252,-18.497,16.43,2000.0,6.56032081804395e-10
HIP 79977,1636148068921376768,Gaia DR3 6244295760151546624,6244295760151546624,596742348,2016.0,132.2,244.87178498346800,0.020686729,-21.403800637218600,0.012080684,7.565146804468100,0.023734415,318.74167,1.3790768,28.174667,-11.775418774277900,0.028324263,-25.595925568671800,0.020463234,-0.40339437,-0.07129701,-0.060477518,-0.027060881,0.13093808,0.09014181,0.3057796,-0.22993997,0.11106378,0.030606965,438,438,435,3,10.53447,1790.0228,0.14514582,0.019,32.727417,31,FALSE,1.5911498,,,,,,,,49,17,0.039428264,52,12,1,0.054184508,14.243061,0,0,,,,,,,,,FALSE,440,4837633.692924370,866.68665,5581.7563,8.975784,50,2787999.7250125600,655.59076,4252.6523,9.22531,48,3020960.5945163200,668.5207,4518.8735,8.547533,1.2007855,0,0,0,0,0,0.6777773,0.24952602,0.42825127,-2.9653277,0.47505736,1,20,8,11,181.96806,4.8775287,1.8051814e-09,888.1609,6.1151757,6000.0,3.0,0.0,440,46.00012,2.3555386,8,8.376419,0.048279874,9,,NOT_AVAILABLE,354.31687832084700,20.096061312254500,246.7116948098200,0.026875619554132700,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.13637784e-13,5.67615e-13,0.99885,6425.5063,6420.686,6430.175,4.0132,4.0101,4.016,-0.7597,-0.7649,-0.7544,131.6722,131.2836,132.1013,0.2005,0.1983,0.203,0.174,0.1721,0.1763,0.0944,0.0933,0.0957,A,244.87184119546000,-21.403686877560000,7.5651,-11.775,-25.596,-1.6,2000.0,1.83281203292839e-09
HD 100453,1636148068921376768,Gaia DR3 5345011040956367104,5345011040956367104,669980255,2016.0,103.8,173.2729543535430,0.016022883,-54.324622460947100,0.017488344,9.635549075319970,0.022497121,428.30142,1.0810122,37.423233,-36.9616109804916,0.02172436,-5.859829087429600,0.02337956,0.2381399,-0.117543094,-0.19430052,0.015215668,0.11288075,0.048459314,-0.110373676,0.12835158,0.059758943,0.40698093,461,461,460,1,2.43407,1525.0652,0.18475708,0.019,26.31542,31,TRUE,1.6540728,,,,,,,,52,27,0.03716157,56,21,4,0.04228937,95.3462,0,0,,,,,,,,,TRUE,466,1.51624421759681e+07,4504.2856,3366.2258,7.735444,51,9704761.629059840,6692.504,1450.0942,7.87108,46,8239018.242546740,4459.3086,1847.6,7.4582067,1.183436,0,51,0,46,0,0.41287327,0.13563585,0.27723742,14.5971775,0.22646847,1,28,0,23,368.65604,0.9815627,0.003068681,900.90717,3.264657,7000.0,4.0,-0.25,555,42.667114,1.4109588,28,7.3462887,0.0051086117,28,,NOT_AVAILABLE,291.57659578203700,6.810713254207740,204.21298578736500,-50.576769123253100,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.0204804e-11,5.0972487e-11,1.000252e-06,7160.8604,7147.319,7198.9126,4.0664,4.0623,4.0904,-0.7877,-0.7956,-0.7489,103.78,102.0811,104.2183,0.018,0.0115,0.0375,0.0162,0.0103,0.0337,0.0087,0.0055,0.0182,A,173.27323603455,-54.32459641686,9.6355,-36.962,-5.86,16.89,2000.0,9.60844771630013e-10
Sz 114,1636148068921376768,Gaia DR3 5997410491550194816,5997410491550194816,114228295,2016.0,156.8,242.2576482267600,0.01960011,-39.086888686593000,0.011380908,6.379202717105650,0.023093814,276.22992,1.4553661,25.8507,-9.518095983497130,0.025525391,-24.0346540606364,0.017980553,-0.3202091,-0.31697807,0.17723233,-0.15597641,0.13687886,-0.11736675,0.6341315,-0.06343331,-0.07686443,-0.14146748,595,0,592,3,14.628423,1237.8932,0.11989527,0.019,13.180035,31,FALSE,1.2511357,,,,,,,,68,18,0.03602145,72,11,0,0.09349845,108.32323,0,0,0.26252967,0.656717,0.4337896,0.2163823,0.24513441,7.8444943,5.8541584,1.6499227,FALSE,543,65811.04774668420,378.11884,174.04858,13.64162,51,10735.624989038400,137.06831,78.32317,15.261474,63,85792.39430338330,1054.1488,81.38547,12.414273,1.4667449,0,0,0,1,0,2.8472004,1.619854,1.2273464,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,339.60292678136800,9.327354918888820,247.7023759591860,-17.770856579946700,FALSE,FALSE,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.160294e-13,5.7956103e-13,0.99861324,,,,,,,,,,,,,,,,,,,,,,,242.25770272701,-39.0867818659,6.3792,-9.518,-24.035,4.0,2000.0,1.52105853307389e-09
HD 111161,1636148068921376768,Gaia DR3 5858152189941308544,5858152189941308544,1334897483,2016.0,109.4,192.0690349363580,0.016775219,-67.13127025047270,0.017632078,9.143631935697690,0.020833002,438.90134,0.94779503,38.362663,-36.03372638595390,0.020025413,-13.162996164523400,0.025516434,0.16032653,-0.14126648,-0.41792792,0.03142412,-0.021216044,0.035047423,-0.069407724,0.15559326,0.13602695,0.21214074,416,416,412,4,-1.4793464,1305.4191,0.17105725,0.019,21.756708,31,TRUE,1.6972945,,,,,,,,47,28,0.036495235,53,21,3,0.029999724,103.55352,0,0,,,,,,,,,TRUE,464,1.74599930731299e+07,6274.729,2782.589,7.582257,49,1.18667737802998e+07,9250.473,1282.8289,7.6527104,44,8497158.483570840,5074.582,1674.4548,7.424711,1.1663196,0,40,0,44,0,0.22799921,0.070453644,0.15754557,12.784926,0.6443331,1,27,0,23,359.32578,3.1577818,0.3901511,986.62427,3.153637,7750.0,4.5,-0.25,555,43.72919,1.2965832,25,7.355951,0.010702279,27,,NOT_AVAILABLE,302.6238930346620,-4.2614112710586,229.250942246982,-54.39438746737010,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.0204032e-11,5.096863e-11,1.0001763e-06,8912.026,8601.819,9425.682,4.3404,4.3288,4.3944,-0.1533,-0.1785,-0.1369,109.4918,108.4217,110.182,0.3195,0.2339,0.427,0.2998,0.2186,0.4028,0.1592,0.1161,0.2142,A,192.06944703311,-67.13121174774,9.1436,-36.034,-13.163,0.0,2000.0,1.91086020378164e-09
HD 138965,1636148068921376768,Gaia DR3 5819811291755502976,5819811291755502976,306188485,2016.0,78.6,235.04760835948700,0.016767226,-70.22812835216650,0.018981632,12.72239611623410,0.02799048,454.52582,0.9016075,68.817764,-41.149737061564700,0.020183729,-55.15962148270440,0.02577388,0.1099186,-0.033273406,-0.08642759,0.008309752,-0.022682546,0.03654393,0.02513369,0.007375572,0.3541292,0.23491172,444,444,443,1,-2.9395995,2936.6323,0.23580314,0.019,71.66155,31,FALSE,1.7311188,,,,,,,,50,27,0.037631046,53,18,10,0.019691778,51.664524,0,0,,,,,,,,,TRUE,461,5.06508581014845e+07,11379.332,4451.1274,6.4259,49,3.59888417939581e+07,21860.45,1646.2993,6.4481225,42,2.26244210044189e+07,8462.899,2673.3652,6.3614516,1.1572018,0,3,0,14,0,0.086670876,0.022222519,0.06444836,-9.376281,0.29783186,1,28,0,22,589.0316,1.0637792,0.17358921,918.3727,5.3508554,8500.0,4.5,0.25,555,94.77983,1.6865188,28,6.3218355,0.0049145077,28,,NOT_AVAILABLE,316.355950293059,-11.889943830917400,252.86830704860000,-48.86013867355170,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.12695375e-13,5.6290774e-13,0.99894476,8878.244,8875.461,8881.149,4.1424,4.1406,4.1442,-1.4854,-1.4962,-1.4655,78.6446,78.4775,78.8041,3e-04,0.0,9e-04,3e-04,0.0,9e-04,1e-04,0.0,5e-04,A,235.04814899955,-70.22788319748,12.7224,-41.15,-55.16,-2.0,2000.0,3.42663597795161e-09
WaOph 6,1636148068921376768,Gaia DR3 4326511906643771904,4326511906643771904,929100428,2016.0,122.5,252.19009618452200,0.022015471,-14.276727774530800,0.011265871,8.1614608561818,0.023129027,352.86658,1.2481576,24.699833,-8.651887119118740,0.027222555,-23.134965602923800,0.020980539,-0.04559753,-0.024859268,-0.09421887,-0.3970204,-0.032686956,-0.26579833,-0.019354396,-0.21927235,0.009032141,-0.09313248,373,373,371,2,6.487796,1426.3158,0.15061662,0.018,31.797794,31,TRUE,1.2842166,,,,,,,,43,18,0.03818347,43,10,0,0.012297055,162.98383,0,0,,,,,,,,,FALSE,368,263165.7674730830,665.1385,395.6556,12.136793,39,56181.57007827970,579.7794,96.90163,13.464558,39,317741.43692175100,2370.8071,134.02248,10.992711,1.4208649,0,0,0,0,0,2.4718466,1.3277645,1.1440821,-2.875383,35.81686,1,26,2,16,69.61899,144.43999,0.0,881.92957,601.788,4000.0,3.0,0.0,333,,,,10.453458,0.022942021,25,,VARIABLE,4.842497048388780,19.117088011629700,252.57876844536800,8.091936917373510,FALSE,FALSE,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.02299225e-13,5.109795e-13,0.9999726,,,,,,,,,,,,,,,,,,,,,,,252.19013586276000,-14.276624952460000,8.1615,-8.652,-23.135,0.0,2000.0,5.39303853806153e-10
HD 156623,1636148068921376768,Gaia DR3 5952702871347477120,5952702871347477120,1567033237,2016.0,108.3,260.21081304591200,0.021914016,-45.42101082384240,0.017682439,9.230706563288990,0.028029373,329.32263,0.8244006,42.261127,-14.520168084890900,0.03203974,-39.68838294107080,0.026189344,0.17843843,-0.1173005,-0.21989805,-0.1371798,-0.37305808,-0.037380327,-0.41138518,-0.15376453,0.2557391,0.056932084,326,326,325,1,-4.557338,1100.9114,0.1696165,0.018,19.397732,31,FALSE,1.7245523,,,,,,,,37,18,0.044892877,37,11,6,0.047146026,0.11959422,0,0,,,,,,,,,TRUE,321,2.37772241662209e+07,12650.654,1879.5253,7.246964,35,1.68455343586388e+07,27456.852,613.5275,7.2723303,33,1.07846644436948e+07,11784.877,915.12744,7.165879,1.1620448,0,15,0,33,0,0.10645151,0.025366306,0.081085205,-2.5018888,0.5516434,1,20,0,13,341.50955,0.7636419,0.12575142,925.59924,10.22742,8000.0,4.5,-0.5,555,87.71317,4.5948725,18,7.1223626,0.0076429793,20,,VARIABLE,343.479186571238,-4.832329043473330,262.5926314856910,-22.2331250863516,FALSE,FALSE,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.0579551e-13,5.284433e-13,0.9996274,,,,,,,,,,,,,,,,,,,,,,,260.21090498867,-45.42083443099,9.2307,-14.52,-39.688,0.0,2000.0,1.85947632635707e-09
49 Cet,1636148068921376768,Gaia DR3 2451838022871837312,2451838022871837312,158621010,2016.0,57.2,23.65784669926400,0.033881225,-15.676374654617900,0.024248198,17.472520369020400,0.054651458,319.70822,0.7816435,94.40339,94.35147827501100,0.049819067,-3.1301297730977400,0.026088001,0.29367426,0.05278824,0.20174265,-0.075416386,0.16023384,-0.047599282,-0.06993472,0.09441963,0.06830337,0.13767141,345,345,338,7,-5.8372416,5184.6494,0.31640437,0.018,140.18538,31,FALSE,1.7355057,,,,,,,,39,15,0.069657326,43,14,14,0.061730023,45.98654,0,0,,,,,,,,,TRUE,352,1.07267043429233e+08,54433.38,1970.6116,5.6112013,40,7.66229611073296e+07,60999.906,1256.1161,5.627645,37,4.76525289406845e+07,64373.227,740.25385,5.5526805,1.1585617,0,0,0,0,0,0.07496452,0.01644373,0.058520794,8.763649,0.5045417,1,23,0,13,770.61835,1.0052848,0.16103877,909.2792,9.177781,8500.0,4.5,0.25,555,213.49739,4.636272,19,5.528515,0.0047428636,23,,NOT_AVAILABLE,166.32896491759900,-74.77862859499390,15.645762332090300,-23.67744313906340,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.0586629e-13,5.2879684e-13,0.9996203,8950.093,8945.721,8956.217,4.1785,4.1751,4.1813,-0.9068,-0.9741,-0.8722,58.2575,58.0299,58.4725,2e-04,0.0,4e-04,1e-04,0.0,4e-04,1e-04,0.0,2e-04,A,23.65741115869,-15.676360742500000,17.4725,94.351,-3.13,10.3,2000.0,3.64768727876616e-09
DQ Tau,1636148068921376768,Gaia DR3 3406269842981827712,3406269842981827712,1421078767,2016.0,195.4,71.72109581024820,0.018629063,16.9999787214251,0.008300005,5.118194003702250,0.018306088,279.58972,1.0482538,14.1718025,4.905714389771370,0.024382062,-13.295636698970800,0.015675671,-0.24490128,-0.13826478,-0.30330268,0.31811583,0.007258059,0.24753085,-0.25185466,0.16057475,-0.06353889,-0.2434704,387,387,386,1,1.3456758,796.0191,0.09261687,0.018,11.684976,31,TRUE,1.2979141,,,,,,,,44,17,0.035280164,44,11,0,0.012015531,48.10066,3,0,,,,,,,,,FALSE,374,196096.31212967800,565.3651,346.84897,12.456193,39,45537.1530438083,429.89255,105.92683,13.692628,38,230385.34204591500,1853.2238,124.31599,11.341759,1.4070764,0,2,0,1,0,2.3508692,1.2364349,1.1144342,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,182.24775876185600,-17.866068712652700,72.46776782137750,-5.333699124048530,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1.05872525e-13,6.2213473e-10,0.99961895,8147.8975,8125.719,8171.078,4.1165,4.1133,4.1193,-1.4744,-1.4916,-1.4537,195.7643,195.1077,196.4647,5.0866,5.078,5.0953,3.942,3.9342,3.9502,2.1983,2.1941,2.2026,A,71.72107301084,17.000037813140000,5.1182,4.906,-13.296,0.0,2000.0,2.0517297561542e-09
HD 141378,1636148068921376768,Gaia DR3 4402445936305708416,4402445936305708416,1664919614,2016.0,53.2,237.23651998281800,0.045844108,-3.8184782884399900,0.03729906,18.796992496347200,0.05912551,317.91678,0.8603322,30.946499,-30.08376788503920,0.059321936,7.256215945800530,0.049591243,-0.15855253,-0.069874145,0.105970636,-0.19986172,-0.3143481,-0.28465763,0.70092416,0.09622346,-0.44645685,-0.22292249,258,258,247,11,-3.118754,5294.825,0.33980948,0.018,186.35287,31,TRUE,1.7155651,,,,,,,,29,15,0.08939137,53,6,12,0.08099853,32.26384,0,0,,,,,,,,,FALSE,426,1.17596855124057e+08,51305.645,2292.0842,5.511378,49,8.14566583111772e+07,68549.86,1188.2833,5.561226,41,5.47288177390152e+07,67872.87,806.3431,5.402355,1.1580707,0,0,0,0,0,0.1588707,0.04984808,0.10902262,-10.453997,0.2061307,1,15,0,10,691.01587,,0.5004068,798.3127,1.9856005,8000.0,4.5,0.25,555,101.226425,1.6289005,15,5.3596497,0.005428331,15,,NOT_AVAILABLE,4.079650698382170,37.1815746655288,235.8587892231880,15.82216505764650,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1.04585604e-13,5.223999e-13,0.9997472,8342.915,8336.07,8350.801,4.1022,4.0929,4.1122,-0.592,-0.6915,-0.5256,53.7714,53.5812,53.969,3e-04,0.0,0.001,3e-04,0.0,0.001,1e-04,0.0,5e-04,A,237.23665398594,-3.8185105382800000,18.797,-30.084,7.256,-16.4,2000.0,1.87010928399171e-09
